Year,SIM1,SIM2,SIM3,SIM4,SIM5,SIM6,SIM7,SIM8,SIM9,SIM10,SIM11,SIM12,SIM13,SIM14,SIM15,SIM16,SIM17,SIM18,SIM19,SIM20,SIM21,SIM22,SIM23,SIM24,SIM25,SIM26,SIM27,SIM28,SIM29,SIM30,SIM31,SIM32,SIM33,SIM34,SIM35,SIM36,SIM37,SIM38,SIM39,SIM40,SIM41,SIM42,SIM43,SIM44,SIM45,SIM46,SIM47,SIM48,SIM49,SIM50,SIM51,SIM52,SIM53,SIM54,SIM55,SIM56,SIM57,SIM58,SIM59,SIM60,SIM61,SIM62,SIM63,SIM64,SIM65,SIM66,SIM67,SIM68,SIM69,SIM70,SIM71,SIM72,SIM73,SIM74,SIM75,SIM76,SIM77,SIM78,SIM79,SIM80,SIM81,SIM82,SIM83,SIM84,SIM85,SIM86,SIM87,SIM88,SIM89,SIM90,SIM91,SIM92,SIM93,SIM94,SIM95,SIM96,SIM97,SIM98,SIM99,SIM100
2073,3.876395,7.527848,13.1936,7.59703,4.571467,4.611889,4.129371,2.975108,7.628299,6.719205,6.803983,11.24272,5.757265,7.600124,1.65492,3.631374,10.26314,1.903772,5.358203,6.101548,6.039453,10.06139,15.19738,12.23611,6.059907,11.63684,14.88969,8.197463,5.002942,5.789775,9.959287,6.525379,3.604717,10.62509,9.775399,12.38452,9.260618,6.777477,4.801249,12.58413,8.421141,9.975381,2.632925,6.489371,4.443675,2.262957,9.765317,11.79775,11.39934,5.130018,7.44747,8.396867,13.22981,8.669391,2.703325,9.241634,11.50668,4.780037,1.378491,11.04658,2.793976,9.85951,8.400867,8.020284,8.460207,7.131038,15.80297,6.295369,6.280515,9.788538,2.09026,7.651578,9.589575,14.63669,7.814369,4.594079,11.09494,14.05123,7.787443,3.062514,2.2177,6.320946,10.06056,10.04308,7.547389,6.643297,9.406115,6.708994,2.993416,12.52154,6.46618,8.458391,4.596946,10.84801,13.01376,15.161,9.685518,6.361376,5.955722,7.452818
2074,3.365496,7.789921,12.38265,9.787897,3.499302,4.13199,4.83213,3.753841,7.57864,6.174425,8.669379,14.82114,6.971996,8.453773,3.50739,1.886767,6.289433,3.96104,7.902047,4.681008,7.075672,10.56646,13.88553,13.21443,9.198375,13.95746,13.67296,9.926493,6.631334,3.978297,11.29998,8.866268,4.26175,10.43514,9.041924,12.07255,11.5321,9.662902,2.738304,11.55321,7.690722,10.1343,3.557773,6.27259,3.226082,2.412347,12.03214,12.02376,14.62438,3.77561,8.974418,8.060156,14.26821,8.33875,2.19739,8.02204,13.1404,2.725119,3.167756,10.02512,4.0672,9.351508,8.208392,7.64023,7.964521,7.821472,15.63885,5.945843,5.868047,12.01854,3.48796,7.316881,7.762219,14.57288,6.373826,3.258663,10.44973,12.1077,8.016235,3.032764,3.547337,5.748373,12.6322,11.46178,8.101821,4.528292,10.43747,10.04355,1.345856,11.66193,5.391672,10.06775,8.115335,5.375718,14.9934,10.49024,7.650273,4.989563,6.10536,5.194283
2075,3.954045,9.270958,11.05472,5.553392,3.803464,6.439902,5.747141,4.277537,6.834323,5.368025,7.060522,12.62377,6.870658,6.765962,6.4186,2.542549,4.765401,6.594625,7.085415,4.080166,5.023462,8.346871,9.902941,13.86554,9.111191,14.0796,12.66828,12.03962,6.582931,4.78143,10.57099,9.798685,4.34042,10.63252,9.18089,10.75314,12.46907,10.57221,2.654537,13.64485,6.851509,10.67733,6.600406,11.09249,4.020335,1.191466,8.696355,12.17569,14.87116,4.573495,11.2374,5.69932,14.33613,9.299878,3.494486,5.991022,9.700201,3.007401,1.486248,9.190143,3.000683,5.459888,6.566126,6.983956,8.934511,6.122638,13.49091,4.347064,7.13363,9.74269,2.242981,6.498798,9.816489,14.81921,6.625914,5.707445,11.4336,13.59748,7.855138,3.120764,5.784386,5.932359,14.07886,10.29615,5.769356,5.469231,8.09929,8.451011,0.679054,11.31089,0.937896,8.077389,6.622152,6.269734,15.12966,10.05934,5.34563,2.573465,5.782004,5.565294
2076,5.644147,8.619772,11.00629,9.081237,6.039709,5.655465,3.502285,4.037459,3.880518,2.591484,8.477527,12.88851,4.876803,5.725114,4.828387,2.908264,4.190112,6.781208,9.403917,4.452871,6.074001,4.383847,11.8525,13.49742,8.108011,13.67351,13.23525,10.66184,5.644264,6.114597,8.556761,9.693186,5.065642,10.44041,6.962054,9.654926,12.68693,9.31925,4.313483,12.05948,5.245078,11.16279,5.453347,10.0185,3.71846,4.087222,8.884213,11.88545,14.08344,5.209964,10.61528,5.841068,13.58087,8.13979,4.105834,6.771869,10.03449,5.208537,2.778254,7.104087,3.131292,7.291265,7.184382,7.399569,9.154398,6.415974,12.88674,4.668452,7.157717,10.35555,4.647576,6.941057,9.518096,13.46211,7.983492,5.673259,13.14911,12.21287,6.067588,3.234827,4.759193,5.890524,13.59969,8.05735,4.489184,5.506635,8.70897,7.976729,3.73771,12.55178,2.293382,7.438569,6.891595,5.323497,15.31003,9.884984,7.187369,4.070903,5.162029,8.581272
2077,2.717736,8.558927,11.54993,9.661462,6.490539,3.070893,4.008544,4.988047,6.479754,4.059454,7.832354,11.72369,2.857787,6.885916,5.772467,2.291935,4.906541,8.02007,10.06344,4.584273,6.008053,5.260213,11.62665,12.8794,8.931296,12.95756,13.40895,11.34903,6.669617,5.557907,8.777037,12.2274,5.03304,9.157185,6.585935,10.74461,12.9784,9.816696,5.70605,10.9788,3.396591,12.72215,6.781775,11.09593,3.03054,2.738689,9.969937,11.71408,9.739003,5.01434,13.04418,5.577751,15.13644,9.007772,3.327113,7.54389,12.26062,2.849621,3.937444,5.91981,3.387324,9.091051,8.857784,4.263756,8.907577,8.691494,12.78969,2.350118,9.00107,9.027562,5.170953,5.810291,7.391102,12.77699,9.627152,4.887817,12.31599,13.13387,4.786421,3.824454,2.257699,7.070455,13.96932,9.785662,3.851373,5.587759,7.842325,9.093024,4.706915,13.66724,2.215901,8.700573,9.326844,6.458267,13.41064,13.08173,5.43192,5.659081,5.25482,8.460848
2078,3.687802,8.595611,10.24913,10.44088,4.24385,1.710537,2.16951,6.158298,6.516663,4.852086,9.447799,12.56253,4.190066,6.040024,5.305938,2.224217,8.862031,7.34163,7.069543,6.837125,7.724849,9.480687,11.88378,12.92779,8.232151,14.80976,14.09223,14.02813,3.740972,6.862634,8.314535,9.128915,5.880714,7.853445,4.103547,13.17852,12.24408,8.245655,5.197518,11.07562,3.995622,11.9975,6.074907,9.768216,3.973324,3.506765,10.28337,13.44456,11.61515,3.730727,14.09492,3.85183,14.795,8.848983,3.312363,7.554193,8.818847,6.22323,5.514656,4.72206,5.376046,9.211822,7.715053,6.764792,10.01821,7.833668,10.73021,3.52242,9.805451,9.774451,2.849943,7.470378,8.454792,13.03674,8.981211,6.768197,10.751,10.17645,4.895267,4.192666,3.735732,5.540589,13.4824,8.700572,3.329472,2.629057,7.698319,9.562306,4.854927,12.52619,3.177805,8.472941,9.684043,5.924879,13.27906,10.94854,5.514973,6.267935,5.311762,9.212509
2079,7.137891,10.05609,10.97194,6.906636,5.028596,2.141074,4.559567,7.782854,5.641649,6.895007,9.77515,11.45368,5.523643,6.347556,5.444239,2.492481,10.62924,10.87078,7.136631,7.213924,7.489607,7.576587,12.93269,13.36851,8.486709,15.19808,13.68314,12.72981,3.777214,6.565921,9.628948,9.538029,4.788184,8.247175,5.202309,12.44104,12.50684,9.53041,5.299437,7.762045,4.378503,12.5727,7.260963,10.29441,4.466534,3.312028,7.1212,15.95562,14.33915,4.045077,12.051,3.521308,15.7521,8.435837,5.386249,10.37718,9.478289,5.402262,3.224359,2.386328,3.232221,10.79004,7.399704,4.552416,7.384873,7.912706,10.24546,4.472466,9.188944,8.367044,4.178258,7.699845,6.771659,14.27098,8.923981,6.934894,10.83152,10.18641,6.349421,3.860731,5.620424,4.669056,15.30479,7.436453,5.089444,4.121695,5.91201,12.05373,4.647517,11.01315,3.022724,7.370778,9.077643,4.778796,13.4763,9.271408,8.385956,5.375919,4.726072,10.34337
2080,7.31484,9.333332,12.35015,8.435772,8.594483,3.206505,5.495064,4.693428,5.235676,4.573281,11.24036,11.59472,6.842378,6.52251,5.934994,2.023729,8.054135,11.4019,4.955947,6.012766,5.734965,7.056131,12.07539,13.73073,7.749683,16.01212,14.52357,12.7689,4.670334,8.816712,10.33978,9.012229,4.819402,10.25369,5.262914,11.7658,11.18052,8.53106,5.104536,8.311709,4.412763,13.2542,4.231913,11.92273,2.714781,4.260329,6.789591,14.4416,13.85614,6.182814,10.59425,4.933571,15.52995,8.798428,4.470802,7.108155,7.367343,8.047392,4.349022,2.933028,3.720474,10.30097,6.443714,5.256026,8.217519,8.740788,11.22362,7.305587,8.633847,9.116034,4.579895,4.967872,7.351634,12.91867,11.72958,3.37061,7.641373,10.97969,3.005675,3.277235,2.734868,6.926199,13.38304,6.900655,7.706523,6.580951,3.447794,15.05296,3.411868,13.20933,4.162082,7.541867,8.073366,5.9403,13.38584,9.621901,8.368263,4.17003,6.96275,10.2537
2081,8.845468,10.17109,8.451619,9.312715,8.377481,2.45152,4.726064,6.395765,6.129415,6.0918,12.22213,11.8939,5.584056,6.897449,2.916566,3.544334,7.922731,11.10573,6.560315,6.869187,5.970107,8.877741,15.22066,14.28872,8.735588,13.93996,15.37064,12.898,3.841615,7.946123,11.02936,8.617722,2.515559,8.775926,8.224237,11.47296,11.92175,8.513238,5.585405,9.317826,5.189473,14.76742,5.909415,12.34073,3.77682,6.354779,7.539698,12.3379,14.98496,3.655224,9.319048,3.99959,13.20751,7.585935,6.300941,6.769256,9.298461,8.892354,5.408558,3.030694,4.790833,10.31556,8.116267,3.295257,6.109651,9.268308,10.78255,4.112681,6.759152,8.417452,2.351976,3.838473,10.29401,13.41434,13.2914,4.443675,10.36909,10.87627,3.826499,4.575511,2.786025,6.9951,14.14894,8.692904,6.299467,7.054113,5.009531,15.54175,5.655652,10.17323,1.27696,6.728662,7.010129,7.018864,14.59435,8.531739,9.502606,4.254629,5.50185,9.530833
2082,9.444804,9.437676,10.94255,8.511407,7.855366,4.628406,5.093724,3.696228,6.633161,5.98286,13.1935,13.61805,3.521453,8.241274,4.607622,4.278314,7.422686,11.73415,6.759085,8.511194,7.614191,8.532026,14.03824,11.87336,4.429486,10.73472,16.79217,14.98326,2.827684,7.004235,7.507853,8.479997,4.299008,11.07369,10.31622,12.07301,11.91661,7.858987,3.702433,9.136635,4.510647,14.77314,2.62598,10.50375,4.26119,3.210189,10.00904,12.34345,14.43237,5.156063,10.5848,3.616548,12.32241,7.673431,6.700994,8.4867,10.77672,9.635539,5.420441,4.440206,3.691168,13.77069,9.720573,2.923109,6.549602,6.570234,11.7996,2.234061,5.618884,10.95813,2.678742,3.894237,6.808279,13.54615,10.75995,3.377124,10.54962,11.95971,3.010714,3.979389,4.910925,7.064507,13.50696,8.053145,4.988019,8.296503,2.757894,14.72486,2.642028,10.07593,1.980081,4.937018,7.618964,6.459851,12.29477,8.687433,10.38559,7.912859,7.598207,9.717842
2083,8.852654,9.641553,12.17818,8.071158,8.787422,3.361591,5.00487,2.817531,6.424714,7.187561,11.95239,13.06387,6.101118,7.516594,2.076777,4.135139,8.237801,11.4605,6.283018,4.688079,6.544318,5.751444,12.79053,12.30872,6.787288,10.93571,15.69121,16.38317,2.198636,8.753389,8.710803,9.901267,2.284888,10.66593,5.778097,13.06268,12.09955,9.188285,5.203349,8.215998,1.728683,12.90431,5.785233,10.55669,3.793784,3.981752,10.13451,12.32818,12.23697,4.424019,7.570077,2.255138,12.81544,8.202602,4.445184,7.346537,9.141364,8.321286,6.401125,5.806213,1.401541,12.18328,8.295296,2.311825,4.497522,7.125218,11.49481,2.942361,4.206434,10.49408,5.103749,3.41314,5.589418,16.34833,8.339096,2.612581,10.89445,11.83987,3.12293,3.625929,4.227497,7.775086,14.23543,9.021572,6.345821,7.812263,2.16495,11.39804,3.602868,12.11153,1.940033,5.719326,6.930086,5.898915,13.63368,10.47899,9.282519,9.549554,9.112702,10.56406
2084,8.414654,8.985283,14.01056,6.532939,9.263965,1.156931,5.59441,5.301382,5.969282,9.598495,12.58806,14.13442,3.3009,8.27862,3.690916,5.638039,9.445366,13.31349,6.967888,5.080605,3.616291,5.107454,12.19133,13.96131,4.41568,14.55652,12.21075,15.21028,2.638007,9.943879,8.057345,8.526089,5.098113,14.89254,6.877483,14.35787,13.21596,6.298281,5.412321,9.699509,2.21564,14.39463,5.035835,11.72398,4.196334,4.580652,10.3618,13.66984,12.46239,5.609064,7.931545,4.227873,13.58088,8.968658,4.708578,8.127884,8.436604,8.071183,9.917291,7.37304,2.586655,11.69871,7.007634,2.816652,4.585359,9.080152,12.02647,2.094075,6.519779,9.344431,6.776156,5.507526,6.144939,12.91233,8.908673,4.467452,11.65047,13.64904,3.963526,4.829098,3.521375,7.25384,12.05669,7.574378,8.310533,5.724771,3.057395,10.65213,3.742516,11.50274,1.805604,7.900833,7.141408,7.19363,10.97321,8.704247,9.745944,10.35353,6.485659,9.238577
2085,8.073329,6.912448,13.79125,6.911136,10.79229,2.328921,5.551672,4.729652,6.906301,12.11389,13.05033,13.25668,4.531875,7.119456,3.944329,6.583364,9.218424,12.61454,7.341346,5.24194,4.214214,4.68414,11.97541,13.06767,7.96921,15.62323,13.06123,15.00621,1.994164,7.72466,8.817391,8.265057,4.407044,14.08221,10.67575,13.32809,12.34732,6.964428,5.090936,9.33343,4.103785,12.0346,6.425521,11.40801,4.983563,2.922821,10.8496,13.75079,13.53733,5.158535,10.54192,4.102872,14.46326,8.984142,7.528813,8.385187,9.207579,8.786834,8.942014,5.410674,5.507856,13.46327,4.868945,3.108272,6.234132,7.92124,12.48523,4.025878,4.837126,7.914124,4.74097,4.735173,7.028417,13.02998,12.26345,5.298701,10.35246,12.76137,3.503009,3.862803,3.854384,7.330007,12.30911,9.82594,6.951276,5.105214,4.614136,11.75257,5.726828,12.07963,2.85954,5.365317,4.990797,6.508926,10.08507,9.160139,9.782557,7.318864,8.892909,10.9628
2086,8.12288,9.20805,13.71349,7.326657,9.675498,5.603385,5.44926,5.13961,5.810771,13.03959,10.64117,14.02412,2.248788,8.532125,1.714827,5.920423,9.381018,13.81548,7.925596,3.787789,4.136729,5.489578,12.09344,13.61106,6.370032,12.37289,13.06506,13.97325,4.395268,8.656217,11.38528,8.630424,0.998743,11.93112,11.03989,15.66174,13.15546,7.337295,2.251037,9.742491,5.782133,14.02651,4.592532,13.2591,7.498868,4.503013,12.96134,14.4039,13.76419,3.308065,9.509437,3.693409,13.34209,10.17759,6.522524,7.078224,10.15455,10.6607,8.42578,4.767275,5.236725,11.16005,5.915531,3.854275,8.949203,7.924834,10.61275,4.808596,6.878741,8.665811,6.642043,6.209312,7.887152,14.73664,9.696515,3.827782,13.04401,10.70839,3.856088,3.099282,4.150423,7.561299,11.59996,11.18306,7.220193,7.998471,4.324389,12.06334,5.796414,12.01057,3.469397,3.282833,3.795945,8.828682,12.52695,11.05598,11.92301,9.641977,8.219284,9.66125
2087,7.162221,11.02439,12.08795,9.266226,8.482828,4.898465,6.282119,5.580976,3.921885,12.51969,8.93587,14.2962,2.965176,8.078571,3.224135,3.887695,9.454036,13.62458,6.137589,6.530659,1.231885,8.905513,12.02903,11.80424,5.509234,14.02111,15.44781,14.66948,5.416002,6.237612,10.9853,10.31312,2.976536,13.79531,9.179317,13.77368,10.28601,6.751597,3.929477,8.822373,6.03224,12.11751,5.182136,14.63775,7.086788,4.281616,11.19533,13.35896,13.90893,4.757442,9.615956,2.897778,13.3245,9.783963,5.508303,4.488641,11.96742,10.38489,8.138787,3.112303,6.910027,11.26524,5.294411,2.244849,6.449897,7.40422,11.63808,4.303263,5.328746,10.01369,8.112405,6.428365,7.793232,15.10297,9.456722,4.307493,7.398191,9.106307,5.104236,5.964455,4.531748,8.106673,12.5121,11.15886,2.813093,9.050471,5.390181,12.45722,3.058458,12.60814,2.944773,4.667573,4.871673,8.785127,11.30635,10.26383,12.17875,10.54237,6.551824,11.68074
2088,5.653473,11.8411,10.90278,9.732837,9.168456,4.301406,7.479806,3.715749,4.928125,11.77749,9.50737,11.59204,1.718892,8.229722,5.326137,5.006016,9.645956,15.19362,5.946059,5.193416,2.341768,9.174483,11.99199,12.79496,7.009373,13.48242,15.07818,12.17551,2.872087,7.13792,7.87841,8.181515,3.659219,13.76521,10.40652,11.83138,9.990182,8.45548,6.616703,10.23903,4.3765,11.50219,6.80562,14.22127,6.611423,6.087679,12.91675,11.96899,14.51039,4.465051,9.050747,2.556654,14.47948,10.45082,4.222986,7.499404,12.15243,10.44673,7.824229,4.535094,5.633686,11.19281,3.390185,3.918452,6.957745,6.666371,13.20036,3.343369,5.811669,10.58302,5.883303,6.916792,8.049636,14.54029,9.05951,4.40011,9.215217,10.80411,2.426592,7.075725,6.121426,3.657309,12.67353,7.787237,3.070723,11.52057,9.014041,12.11917,2.55423,11.77777,3.024008,6.258365,5.160422,7.601787,11.94876,7.414376,11.79883,7.08115,7.856946,11.51961
2089,6.11926,14.09324,12.06818,8.212345,11.71827,6.208935,8.199767,4.903532,4.244732,11.19387,9.964265,13.33467,3.402274,10.32555,4.664758,4.095792,10.56803,14.86172,5.818039,5.226655,3.198794,5.202723,10.16495,13.17762,7.841106,12.383,15.65196,13.16413,4.22071,4.225512,8.3563,7.809736,3.678353,14.20898,9.156103,14.05797,11.75383,5.652391,3.419101,9.132541,5.143838,12.64169,6.5718,14.09292,4.347306,5.180616,12.67214,12.01965,12.28391,2.296122,10.48143,2.215055,14.84188,10.71886,3.988231,8.273197,9.551206,12.18865,7.949882,4.511173,5.09034,9.801432,4.206139,3.809023,5.38661,8.39347,10.48397,4.35784,3.895442,9.513395,8.930204,7.531299,7.984032,13.07844,9.973017,3.754019,9.803037,12.11718,2.339096,5.798182,8.319742,3.740745,12.38332,10.22962,4.472293,8.991082,6.801473,10.23133,2.312235,14.63776,3.497225,3.185602,3.059995,9.797618,11.40952,9.241905,11.35088,8.990712,8.638727,12.15581
2090,6.918979,10.19314,12.97192,8.62623,12.38717,7.304629,7.491051,4.035697,3.787639,9.195409,10.19507,15.50655,2.678971,8.531818,5.326814,1.692883,10.21363,14.81536,8.371472,5.765389,1.84501,6.091045,11.72622,14.91214,8.007408,11.53502,12.99388,12.88535,2.446727,5.509878,9.640369,8.466584,5.392884,12.15181,7.114544,11.48001,12.89585,7.159921,3.003086,9.280334,3.61006,14.0068,6.624594,13.0462,3.985727,4.930528,14.70406,15.30955,12.22074,3.560909,9.650359,2.838079,12.84957,11.2327,8.188366,8.177021,10.81797,9.764988,9.958652,6.136769,5.102264,10.4342,8.451112,4.089365,6.049307,8.266935,11.77511,2.358951,4.693704,9.067264,8.432931,8.688947,8.435574,12.69346,10.05519,5.408537,10.1316,12.12673,3.654345,8.680558,2.772887,5.146881,15.12996,6.940217,3.968013,8.368017,7.832594,11.13431,5.742763,14.74045,3.381885,2.025214,2.855495,8.901731,12.61259,8.671097,10.42939,8.811161,9.257503,14.31822
2091,10.49498,10.12762,13.2535,9.597559,11.8706,7.509386,8.058882,3.770922,4.403453,11.82946,9.976814,14.27679,1.985201,7.745153,4.114037,3.708426,7.560202,11.48029,8.463379,2.749795,3.636167,7.000837,12.10706,11.97773,6.062841,10.37873,13.32874,12.45513,4.888971,4.738487,11.55105,9.697663,0.989776,13.25729,8.493636,13.40832,10.53384,6.664182,5.55802,6.552784,3.319948,14.58148,7.610791,14.10485,6.495363,5.289175,12.85226,15.999,11.52628,3.101375,11.10095,4.449877,13.14147,7.759882,5.552509,6.156528,13.32418,8.470968,9.889937,4.505115,5.263409,7.809257,7.03544,5.38487,6.015193,11.86302,10.13127,0.65621,5.326077,7.489457,10.0227,9.078765,8.892316,9.865821,6.281243,2.832944,12.55867,11.69063,2.837317,9.327844,4.344832,3.510883,15.05731,7.504955,5.834208,3.755385,7.569685,12.10599,4.591106,15.01384,3.081281,3.615142,2.703271,9.489946,13.89995,9.067667,9.025037,9.107547,9.522017,13.29841
2092,9.548534,6.421989,11.6924,8.851102,9.818914,6.5765,8.061031,2.209641,0.867579,11.62995,9.43132,15.47956,1.512953,7.407906,4.334133,4.200546,6.716072,12.93847,4.850549,4.084512,3.929305,6.147388,13.0932,14.56714,8.533607,12.77586,10.8654,11.49296,5.221352,3.430199,12.32061,9.496973,3.387272,13.04208,8.637133,12.78153,11.7077,6.698215,6.764976,6.58623,2.840769,12.0401,8.060359,12.68725,5.960426,4.296198,14.1853,14.17486,12.62757,2.279593,10.39155,4.756262,13.36984,9.601568,6.047318,5.509584,11.58724,9.488683,7.011203,3.281521,4.223802,8.881786,7.430423,4.079716,4.257934,12.39279,12.2932,2.030049,4.244055,8.378307,11.29555,5.824056,9.481399,9.816605,8.394575,2.364921,10.54177,10.55155,1.017183,7.957072,3.267044,4.9964,14.91305,7.825384,5.596421,5.690072,6.018536,11.23026,2.424975,16.77792,2.490865,2.446442,4.76153,10.86437,14.69869,10.86041,10.88581,7.404667,7.563164,12.06754
2093,5.856856,5.640189,12.59731,9.912764,10.75768,6.929359,7.775884,3.038027,3.365283,13.62166,7.64738,14.27734,1.314924,8.798508,5.149667,4.143117,3.813176,14.97192,5.053398,5.643822,4.106738,6.531849,14.71589,14.32171,10.44493,9.99642,13.25539,13.3009,6.940505,4.261015,9.573628,9.221366,6.858673,11.37952,6.752029,13.04262,11.0923,8.003839,6.173376,8.835081,3.225741,14.4232,7.949469,11.23781,5.920666,3.40527,14.65994,15.32943,15.05374,1.847012,12.89309,5.092701,13.5176,9.908593,6.905856,8.192866,12.72659,9.950077,6.515143,3.795214,5.989312,8.035707,5.620196,4.674342,3.153703,14.44895,8.219478,2.172665,5.669348,7.908056,8.943582,4.737347,10.04391,10.25233,9.580665,1.448865,11.28437,11.83414,2.765715,8.03723,6.984832,3.82372,14.26455,8.146303,5.916755,7.913067,8.058418,10.02807,4.805347,11.80026,3.907226,2.927465,3.057032,11.46139,14.47776,9.157572,6.605485,10.25692,9.132925,10.52268
2094,6.743054,6.175171,13.95854,12.67913,11.09457,6.682062,6.339955,5.300332,3.025428,13.65944,8.19116,12.26993,3.367625,7.143217,6.424049,5.067398,5.434941,15.22136,7.870264,4.850581,3.97631,6.875189,14.54356,15.14124,8.177544,11.28918,12.82571,13.17207,8.770632,4.073011,8.826608,5.705419,4.195243,13.40208,6.254623,13.04698,11.89034,4.554884,6.521427,7.714782,4.852448,12.68185,6.475567,11.61604,5.81353,3.017445,15.13874,14.83066,12.0038,2.98425,13.65454,5.125249,11.92308,6.671521,7.371202,8.769734,9.458532,7.021922,7.334332,6.022007,6.820756,6.92575,6.710785,5.245925,2.585183,10.99456,8.826232,2.807892,4.440923,8.913548,8.44824,3.602474,13.21048,9.887678,7.861232,2.530517,8.108072,13.40081,7.708485,7.470054,5.241601,5.304093,13.27512,8.416693,5.311221,6.143011,8.728598,11.23592,1.688188,13.79873,3.261464,4.675539,2.435468,9.257161,13.95364,9.048603,6.404757,10.65487,11.55831,11.37821
2095,7.498424,4.659132,14.64945,9.399972,9.837227,7.000903,7.516375,3.263315,2.04848,13.0966,10.16209,11.99448,5.901586,6.138274,8.483224,6.252295,3.995276,13.79243,7.399423,6.901934,2.439508,5.737479,14.21329,16.30703,7.953033,12.0209,14.14169,13.27496,7.201581,5.230414,11.6709,9.189998,2.976744,15.49127,7.447151,13.83821,12.38724,5.527619,6.967209,9.503676,3.592433,11.32968,4.241016,13.42873,5.016245,2.810895,15.71828,13.24024,12.81246,2.796983,12.79972,6.733616,11.79895,5.937636,8.356635,5.91981,8.846037,6.989072,5.609287,4.943459,7.400812,7.828344,5.126313,1.485574,0.346852,12.02048,6.886147,4.685255,4.920735,8.649982,6.359725,5.038907,15.91699,9.099493,8.895205,6.18412,8.977131,13.28987,4.890825,6.02645,5.703738,3.655173,14.08221,9.141641,5.901707,6.575488,8.469142,12.08069,2.881296,11.49744,3.539404,5.983938,4.338973,10.1085,13.79278,9.801344,8.033117,9.665456,7.445103,8.574982
2096,8.614366,4.131049,15.7721,10.52047,10.91802,5.960281,5.791491,3.276056,4.035602,12.92893,11.21566,11.69232,3.091435,7.172013,4.78005,5.855481,5.175324,13.05418,5.848047,7.156294,2.736735,6.099196,13.06464,14.89689,9.358083,12.40721,12.67248,15.4738,5.602868,2.797288,9.325094,9.716684,4.243121,12.73839,7.54043,14.05304,12.91627,7.405994,6.373939,8.816778,4.23708,11.5635,5.49182,13.48463,4.978722,4.455924,10.68705,12.26128,11.65739,0.275556,13.5668,8.044771,12.53686,4.963906,10.89731,7.606829,7.748378,7.382388,6.4183,5.239028,6.61052,9.179178,6.738188,3.499599,1.54143,14.09212,8.129716,4.90311,4.115702,10.0524,7.750591,5.695794,15.36366,9.824386,8.143706,6.184327,8.633557,13.01775,5.988573,7.529,6.778144,6.325953,16.09064,11.4252,3.234115,7.817704,7.894002,10.00437,4.480954,10.54763,4.778429,7.128928,5.443967,12.64965,12.62035,10.9817,10.81604,8.944316,8.957238,8.12197
2097,12.44309,2.42273,13.74108,10.93211,14.09438,4.697759,6.637345,5.30353,3.831025,13.6259,11.3706,9.312059,3.687397,6.739057,5.96668,5.722365,4.880536,11.6717,2.779059,6.289866,4.939374,4.741025,10.88191,15.82657,10.00324,12.68571,12.81235,14.60555,7.497089,3.476438,9.51635,9.141315,2.733903,14.18456,7.408514,14.90126,12.28163,7.819162,5.509094,9.887361,5.036636,14.52082,5.936105,12.32554,7.513138,4.199768,10.4134,13.09232,12.78237,1.222128,10.2767,6.678495,12.49586,2.036294,9.766651,7.771967,8.413557,6.587969,3.581083,4.767463,9.317445,9.878003,7.752481,2.36852,3.534844,12.82073,8.857839,1.836715,6.741137,11.32829,11.42977,6.3071,12.30771,11.79064,9.002651,7.493506,10.0146,11.90468,7.396468,7.115808,7.816024,3.944459,14.96522,9.859986,3.342113,6.857137,7.55636,11.19241,3.15817,12.73905,5.694218,6.451486,3.111894,13.51863,10.54994,15.09118,7.705915,11.74958,8.603839,6.278854
2098,9.559819,3.783423,12.82385,11.78631,12.02072,7.896543,6.250849,1.890119,3.465376,13.22356,10.31684,9.652365,2.826327,7.981336,7.903828,2.367929,5.67145,11.24921,6.559546,6.831118,3.057291,2.7679,12.00414,13.53393,8.96244,11.45805,11.84927,14.25299,5.683287,4.478308,8.977656,7.953175,3.193722,16.73557,4.063357,15.14317,11.87742,6.672032,5.996943,9.082602,5.296806,13.79975,8.721054,13.7637,9.756492,6.593297,11.51922,12.80972,13.49993,5.402641,10.14865,6.499041,12.68623,2.702775,7.540307,4.671614,9.875317,7.65297,4.277576,3.504196,6.909946,9.053517,8.809327,2.495044,5.400311,12.78331,10.53545,2.354962,7.30593,10.07296,10.98385,4.39912,13.87092,11.5446,10.16176,7.279743,7.838818,13.58968,2.535633,6.642736,7.623062,3.707249,13.95707,6.05355,4.163939,8.665483,9.34017,10.08825,3.688429,11.27491,6.165021,8.411843,3.532265,15.54436,11.49903,13.03123,6.866384,10.44312,9.02536,4.68343
